Project,site_no,collect_date,Hour,sample_ID,Subsample,LowestTaxonomicLevelOfID,TaxaID,Nauplius,ObjectiveMagnification,MarksInOcularMicrometer_No.,MarksInOcularMicrometer_Width_No.,MarksInOcularMicrometer_Height_No.,Initials,Notes
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,B,Order,Calanoida,,75x,4.2,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,B,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Family,Daphniidae,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Order,Cyclopoida,nauplius,75x,1.5,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Genus,Daphnia,,75x,5.1,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Order,Cyclopoida,nauplius,75x,1.5,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Family,Daphniidae,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Family,Gastropidae,,75x,1.1,0.9,0.8,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Species,M. quadridentata,,75x,1.1,0.8,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Species,K. bostoniensis,,75x,1.2,0.5,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Family,Daphniidae,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Family,Bosminidae,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,C,Subclass,Copepoda,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Order,Cyclopoida,nauplius,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Species,P. lenticulare,,75x,1.3,0.7,0.8,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Species,G. stylifer,,75x,1.1,0.7,0.8,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Order,Cyclopoida,nauplius,75x,1.3,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Genus,Ceriodaphnia,,75x,5.1,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Order,Cyclopoida,nauplius,75x,1.3,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Family,Daphniidae,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Order,Cyclopoida,,75x,3.1,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,D,Order,Cyclopoida,,75x,3.8,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Family,Daphniidae,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Order,Cyclopoida,nauplius,75x,1.3,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Order,Cyclopoida,,75x,3.1,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Gastropus,,75x,1.3,0.8,0.7,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Gastropus,,75x,1.3,0.9,0.9,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Ceriodaphnia,,75x,3.8,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Ceriodaphnia,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Order,Cyclopoida,,75x,3,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Daphnia,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Daphnia,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Order,Cyclopoida,,75x,3.5,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:40,B_pel_12Aug20_noon_rep1,E,Order,Cyclopoida,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,A,Genus,Daphnia,,,,,,HLW,Exoskeleton
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,A,Order,Cyclopoida,nauplius,75x,3,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,A,Genus,Keratella,,75x,1.2,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,A,Genus,Keratella,,75x,1.1,0.8,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,A,Genus,Keratella,,,,0.8,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,A,Order,Cyclopoida,nauplius,75x,1.7,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,A,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,A,Order,Cyclopoida,nauplius,75x,2.3,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,A,Genus,Daphnia,,75x,1,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,A,Order,Cyclopoida,nauplius,75x,1.5,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,A,Family,Bosminidae,,75x,2.3,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,A,Order,Cyclopoida,nauplius,75x,2,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,A,Order,Cyclopoida,nauplius,75x,1.3,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Order,Cyclopoida,nauplius,75x,1.7,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Order,Calanoida,nauplius,75x,1.4,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Order,Cyclopoida,nauplius,75x,1.5,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Order,Calanoida,nauplius,75x,1.2,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Order,Calanoida,nauplius,75x,1.4,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Order,Cyclopoida,nauplius,75x,1.4,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Genus,Gastropus,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Genus,Gastropus,,75x,1.2,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Genus,Keratella,,,,0.8,0.8,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Order,Cyclopoida,nauplius,75x,1.6,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Order,Cyclopoida,nauplius,75x,1.3,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Suborder,Cladocera,,,,,,HLW,Exoskeleton
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Order,Cyclopoida,nauplius,75x,1.4,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Order,Cyclopoida,nauplius,75x,0.9,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,B,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Order,Cyclopoida,nauplius,75x,1.5,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Order,Cyclopoida,nauplius,75x,1.5,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Order,Cyclopoida,nauplius,75x,1.3,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Order,Cyclopoida,nauplius,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Order,Cyclopoida,nauplius,75x,1.4,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Order,Cyclopoida,nauplius,75x,1.4,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Genus,Ceriodaphnia,,75x,3.5,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Order,Cyclopoida,nauplius,75x,1.3,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Suborder,Cladocera,,,,,,HLW,Exoskeleton
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Subclass,Copepoda,,,,,,HLW,Exoskeleton
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,C,Genus,Daphnia,,,,,,HLW,Exoskeleton
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Order,Cyclopoida,nauplius,,,,,HLW,Exoskeleton
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Suborder,Cladocera,,,,,,HLW,Exoskeleton
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Order,Cyclopoida,nauplius,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Order,Cyclopoida,nauplius,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Genus,Ceriodaphnia,,75x,2.5,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Genus,Trichocerca,,,,,,HLW,Exoskeleton
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Order,Cyclopoida,nauplius,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Order,Cyclopoida,nauplius,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Subclass,Copepoda,,,,,,HLW,Exoskeleton
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Genus,Ceriodaphnia,,75x,3.8,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Subclass,Copepoda,,,,,,HLW,Exoskeleton
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Genus,Ceriodaphnia,,75x,3.7,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,D,Order,Cyclopoida,nauplius,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Order,Cyclopoida,nauplius,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Genus,Trichocerca,,75x,3,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Genus,Keratella,,,,0.7,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Order,Cyclopoida,nauplius,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Order,Cyclopoida,,75x,4.3,,,HLW,#2
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Order,Cyclopoida,nauplius,,,,,HLW,Exoskeleton
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Order,Cyclopoida,nauplius,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Order,Calanoida,nauplius,75x,1.8,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Order,Calanoida,nauplius,75x,1.3,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:52,B_pel_12Aug20_noon_rep2,E,Genus,Keratella,,,,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:06,B_pel_12Aug20_noon_epi_rep1,A,Genus,Ceriodaphnia,,75x,3.6,,,HLW,
FCR2020,BVR_50,12-Aug-20,12:06,B_pel_12Aug20_noon_epi_rep1,A,Genus,Ceriodaphnia,,75x,4.5,,,HLW,
