Project,site_no,collect_date,Hour,sample_ID,Subsample,LowestTaxonomicLevelOfID,TaxaID,Nauplius,ObjectiveMagnification,MarksInOcularMicrometer_No.,MarksInOcularMicrometer_width_No.,MarksInOcularMicrometer_height_No.,Initials,Notes
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,A,Order,Cyclopoida,nauplius,75x,1.4,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,A,Order,Ploimida,,75x,1.4,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,A,Genus,Daphnia,,60x,6.5,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,A,Order,Cyclopoida,nauplius,75x,1.5,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,A,Order,Cyclopoida,nauplius,75x,1.1,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,A,Order,Cyclopoida,nauplius,75x,1.1,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,A,Genus,Daphnia,,50x,3,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,A,Genus,Daphnia,,60x,3.5,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,A,Order,Cyclopoida,,50x,2.2,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,A,Order,Cyclopoida,nauplius,50x,4,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,75x,0.9,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,,60x,3.1,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Ploimida,,75x,1.7,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Ploimida,,75x,1.7,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Ploimida,,75x,1.8,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Ploimida,,75x,1.6,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,,75x,2.6,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Species,K. bostoniensis,,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,,60x,1.3,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Species,K. bostoniensis,,70x,1,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,,50x,2,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Genus,Daphnia,,50x,4.2,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,,60x,2,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Genus,Daphnia,,60x,4,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Ploimida,,60x,1.1,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Ploimida,,70x,1.4,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Species,K. bostoniensis,,75x,1.8,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Ploimida,,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Ploimida,,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,60x,1.8,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Ploimida,,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Ploimida,,70x,1.3,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Species,K. bostoniensis,,60x,0.7,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,,60x,1.9,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Family,Bosminidae,,75x,2,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Family,Bosminidae,,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Calanoida,nauplius,75x,1,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,75x,0.7,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Species,P. sulcata,,75x,1.2,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Family,Bosminidae,,50x,1.3,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Ploimida,,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Species,K. bostoniensis,,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Genus,Daphnia,,NA,,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,,50x,1.7,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,,50x,3.6,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Order,Cyclopoida,nauplius,75x,0.5,,,HLW,
FCR2019,FCR_50,17-Jun-19,,F17Jun19_50_6.5_20,B,Family,Sididae,,75x,3.5,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,K. bostoniensis,,70x,1.1,,,HLW,18:45 rep 1 --> sunset samples
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,K. bostoniensis,,50x,0.7,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,K. bostoniensis,,75x,1.1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,K. bostoniensis,,70x,1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Daphnia,,35x,3.6,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,D. magna,,60x,6,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,D. magna,,60x,5.1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Daphnia,,70x,4.5,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,K. bostoniensis,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Daphnia,,50x,5.3,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,D. magna,,50x,4.3,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Daphnia,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,50x,0.9,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,60x,0.8,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,75x,1.1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,75x,0.9,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,75x,1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,70x,0.9,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Daphnia,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,K. bostoniensis,,75x,1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,75x,0.9,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Daphnia,,75x,6.3,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,E. parva,,75x,1.1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,E. parva,,75x,2.1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,75x,1.1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Daphnia,,75x,6.2,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,75x,0.9,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,75x,0.8,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Order,Cyclopoida,nauplius,60x,1.1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Daphnia,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Daphnia,,40x,5,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Daphnia,,40x,3.4,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Daphnia,,40x,3.5,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Daphnia,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,75x,1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,75x,1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,75x,1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,75x,1.1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Family,Bosminidae,,75x,3.1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Order,Cyclopoida,nauplius,60x,1.2,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Daphnia,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,70x,1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,K. bostoniensis,,75x,1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,K. bostoniensis,,75x,1.1,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Order,Cyclopoida,nauplius,60x,1.2,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,K. bostoniensis,,60x,0.9,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,75x,0.7,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,75x,0.6,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,75x,0.7,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Order,Cyclopoida,nauplius,75x,1.2,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Species,K. bostoniensis,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Keratella,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
BVR2019,BVR_50_p,10-Jul-19,18:45,B_pel_10Jul19_sunset_h1_rep1,A,Genus,Conochilus,,,,,,HLW,
