"Reservoir","Site","DateTime","StartDepth_m","EndDepth_m","Rep","CollectionMethod","Taxon","Density_IndPerL","MeanLength_mm","MeanWeight_ug","Biomass_ugL","Flag_MeanLength_mm","Flag_MeanWeight_ug","Flag_Biomass_ugL"
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","Crustacea",502.79892875405,0.359631036353771,148.985443589439,619.088606915016,0,0,0
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","nauplius",224.389604567923,0.194094993581515,49.8532698319667,207.1584352595,0,0,0
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","Ceriodaphnia",4.15536304755413,0.610526315789474,3.5811474817349,14.8809679134427,0,0,0
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","Daphnia",45.7089935230955,0.721531100478469,45.1627511255602,187.667627153037,0,0,0
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","Bosmina",4.15536304755413,0.273684210526316,0.460338814802859,1.91287490038666,0,0,0
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","Ploima",153.748432759503,0.155049786628734,10.3337139524712,42.9403331020934,0,0,0
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","Gastropidae",24.9321782853248,0.128070175438597,0.271409826505322,1.12780636380329,0,0,0
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","Conochilus",4.15536304755413,0.126315789473684,0.052401807843709,0.217748535938781,0,0,0
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","Conochiloides",0,0,0,0,0,0,0
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","Synchaetidae",58.1750826657579,0.153383458646617,1.80153608397726,7.48603647219447,0,0,0
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","Trichocercidae",20.7768152377707,0.307368421052632,8.16752529523254,33.939032801773,0,0,0
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","Monostyla",0,0,0,0,0,0,0
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","Lecane",0,0,0,0,0,0,0
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","Hexarthra",0,0,0,0,0,0,0
"BVR",50,2024-11-04 11:00:00,10,0,1,"Tow","Polyarthra",58.1750826657579,0.153383458646617,1.80153608397726,7.48603647219447,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Copepoda",79.9108278375795,0.431157894736842,31.4373221380531,100.487297481939,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Calanoida",15.9821655675159,0.551578947368421,3.4105978335266,10.9017478519266,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Cladocera",89.500127178089,0.573684210526316,82.7772375365539,264.591903106159,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Cyclopoida",60.7322291565604,0.412742382271468,27.1302549803143,86.7200453968613,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Rotifera",271.69681464777,0.141643582640813,4.74927458506304,15.1807385488146,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Keratella",28.7678980215286,0.12046783625731,0.189886572386645,0.606959727786292,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Kellicottia",12.7857324540127,0.105263157894737,0.013996209359965,0.0447379470617153,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Crustacea",169.410955015669,0.506454816285998,114.214559674607,365.079200588099,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","nauplius",3.19643311350318,0.178947368421053,0.896469324212143,2.86550423315151,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Ceriodaphnia",0,0,0,0,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Daphnia",67.1250953835668,0.663659147869674,76.5673477371056,244.742405719997,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Bosmina",6.39286622700636,0.352631578947368,2.21825146457912,7.09049243545762,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Ploima",198.178853037197,0.141997851772288,3.25881533608457,10.4165852510527,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Gastropidae",51.1429298160509,0.142105263157895,0.939761481265491,3.00388471751181,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Conochilus",73.5179616105731,0.139473684210526,1.75171541040968,5.59924114326732,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Conochiloides",0,0,0,0,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Synchaetidae",67.1250953835668,0.113157894736842,0.906217816008165,2.89666463513503,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Trichocercidae",0,0,0,0,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Monostyla",0,0,0,0,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Lecane",0,0,0,0,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Hexarthra",0,0,0,0,0,0,0
"BVR",50,2024-03-05 10:50:00,9,0,1,"Tow","Polyarthra",67.1250953835668,0.113157894736842,0.906217816008165,2.89666463513503,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Copepoda",48.4570929805577,0.204210526315789,89.3997118753715,43.7580823311105,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Calanoida",0,0,0,0,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Cladocera",1.4683967569866,0.487719298245614,4.87851656361378,2.38786596697196,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Cyclopoida",1.4683967569866,0.347368421052632,2.42973715393854,1.18927271905773,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Rotifera",24.9627448687721,0.114194577352472,1.13229988787128,0.554221827762157,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Keratella",7.34198378493298,0.110526315789474,0.249601399620936,0.122171295247566,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Kellicottia",7.83144937059518,0.105263157894737,0.05598483743986,0.0274026512457041,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Crustacea",49.9254897375443,0.229984051036683,98.814318517909,48.3662082851794,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","nauplius",46.9886962235711,0.188304093567251,87.6838564496963,42.9182301502707,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Ceriodaphnia",0,0,0,0,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Daphnia",0.978931171324397,0.547368421052632,3.71132001440545,1.8165634244308,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Bosmina",0.489465585662199,0.368421052631579,1.16719654920834,0.571302542541156,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Ploima",19.5786234264879,0.114035087719298,0.812766626816349,0.397821293001354,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Gastropidae",0,0,0,0,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Conochilus",5.38412144228418,0.115789473684211,0.451328765126112,0.220909898348649,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Conochiloides",0,0,0,0,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Synchaetidae",3.42625909963539,0.102255639097744,0.210904213442193,0.103230354351108,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Trichocercidae",0,0,0,0,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Monostyla",0,0,0,0,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Lecane",0,0,0,0,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Hexarthra",0,0,0,0,0,0,0
"BVR",50,2025-04-07 12:30:00,7,0,1,"Tow","Polyarthra",3.42625909963539,0.102255639097744,0.210904213442193,0.103230354351108,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Copepoda",14.2760795818141,0.278289473684211,50.526447814637,14.4263917997627,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Calanoida",0.571043183272565,0.847368421052632,3.91888498221233,1.11892627756079,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Cladocera",2.85521591636283,0.66421052631579,39.3749116416441,11.2423874424602,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Cyclopoida",2.85521591636283,0.392631578947368,11.3172906490999,3.23133083914142,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Rotifera",29.1232023469008,0.141228070175439,6.70304578704379,1.91386430192762,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Keratella",4.56834546618052,0.117894736842105,0.315844058900714,0.0901802984061958,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Kellicottia",1.14208636654513,0.107894736842105,0.0151543956845021,0.00432690717612506,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Crustacea",17.131295498177,0.370175438596491,102.445483204302,29.2503974204405,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","nauplius",10.8498204821787,0.164210526315789,32.4914268431053,9.27700390677727,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Ceriodaphnia",0,0,0,0,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Daphnia",2.56969432472654,0.699415204678363,38.4040448465491,10.9651840098579,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Bosmina",0.285521591636283,0.347368421052632,0.970866795095012,0.277203432602344,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Ploima",19.7009898229035,0.134210526315789,2.97423691625185,0.849208858231617,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Gastropidae",0,0,0,0,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Conochilus",9.42221252399732,0.165789473684211,4.78023210380522,1.36485947866932,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Conochiloides",0,0,0,0,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Synchaetidae",12.8484716236327,0.125263157894737,2.53403469893571,0.723521620501691,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Trichocercidae",0,0,0,0,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Monostyla",0,0,0,0,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Lecane",0,0,0,0,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Hexarthra",0,0,0,0,0,0,0
"BVR",50,2025-03-10 10:45:00,8,0,1,"Tow","Polyarthra",12.8484716236327,0.125263157894737,2.53403469893571,0.723521620501691,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Copepoda",676.730553458816,0.204210526315789,52.9442854823122,471.434416012193,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Calanoida",0,0,0,0,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Cladocera",71.234795100928,0.332894736842105,5.22451777558788,46.5209316556448,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Cyclopoida",204.800035915168,0.283709273182957,12.3260855500236,109.755772319055,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Rotifera",1255.51326365386,0.176608187134503,70.9205473295427,631.501332183205,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Keratella",35.617397550464,0.107894736842105,0.0614573552996064,0.547237764026549,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Kellicottia",53.426096325696,0.108771929824561,0.0233106866890217,0.207566498744299,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Crustacea",747.965348559744,0.221960072595281,58.0125500238349,516.564014278777,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","nauplius",471.930517543648,0.146642468239564,43.0899407330848,383.687887379053,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Ceriodaphnia",71.234795100928,0.332894736842105,5.22451777558788,46.5209316556448,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Daphnia",0,0,0,0,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Bosmina",0,0,0,0,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Ploima",249.321782853248,0.21359649122807,24.9233474267386,221.926193396621,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Gastropidae",0,0,0,0,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Conochilus",195.895686527552,0.110526315789474,0.777566409097536,6.92372297867842,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Conochiloides",739.060999172128,0.137894736842105,5.8985543082082,52.5227884421134,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Synchaetidae",17.808698775232,0.105263157894737,0.0653156436798367,0.581593311802299,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Trichocercidae",142.469590201856,0.319298245614035,28.2837140496671,251.848071877659,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Monostyla",0,0,0,0,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Lecane",0,0,0,0,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Hexarthra",71.234795100928,0.142857142857143,0.479203549038802,4.26699582842707,0,0,0
"BVR",50,2022-07-11 11:56:00,8.4,0,1,"Tow","Polyarthra",17.808698775232,0.105263157894737,0.0653156436798367,0.581593311802299,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Copepoda",24.7995896735514,0.251214574898785,70.0081656417674,22.8443918646559,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Calanoida",0.326310390441466,0.578947368421053,0.7449057954447,0.243070500953671,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Cladocera",2.28417273309026,0.36390977443609,7.77222590041844,2.53615806816482,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Cyclopoida",5.22096624706345,0.34671052631579,14.4795498237992,4.72482755642058,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Rotifera",5.54727663750492,0.108978328173375,0.259181804927832,0.0845737159613247,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Keratella",2.93679351397319,0.112280701754386,0.153762356028576,0.0501742544308842,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Kellicottia",1.63155195220733,0.105263157894737,0.0174952616999563,0.00570888567618835,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Crustacea",27.0837624066417,0.264585191793042,78.319010680131,25.5563069540229,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","nauplius",19.2523130360465,0.198195488721805,55.0821778918243,17.9738869742474,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Ceriodaphnia",0,0,0,0,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Daphnia",0.652620780882932,0.552631578947368,3.85361806178377,1.25747561435295,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Bosmina",0.652620780882932,0.357894736842105,2.28564659589519,0.745830233117766,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Ploima",5.54727663750492,0.108978328173375,0.259181804927832,0.0845737159613247,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Gastropidae",0.326310390441466,0.126315789473684,0.0403090829566992,0.013153272597938,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Conochilus",0,0,0,0,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Conochiloides",0,0,0,0,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Synchaetidae",0.652620780882932,0.0947368421052632,0.047615104242601,0.0155373032563142,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Trichocercidae",0,0,0,0,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Monostyla",0,0,0,0,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Lecane",0,0,0,0,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Hexarthra",0,0,0,0,0,0,0
"BVR",50,2025-05-12 11:05:00,6,0,1,"Tow","Polyarthra",0.652620780882932,0.0947368421052632,0.047615104242601,0.0155373032563142,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Copepoda",211.923515425261,0.235551142005958,54.2154063625211,168.963522155214,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Calanoida",3.1165222856656,0.368421052631579,0.245028457511775,0.763636648457715,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Cladocera",0,0,0,0,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Cyclopoida",87.2626239986368,0.309839816933638,20.2663233469981,63.1604483594246,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Rotifera",146.476547426283,0.134502923976608,8.64388861350051,26.9388714987855,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Keratella",46.747834284984,0.111004784688995,0.247847420111599,0.772422008222522,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Kellicottia",0,0,0,0,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Crustacea",211.923515425261,0.235551142005958,54.2154063625211,168.963522155214,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","nauplius",121.544369140958,0.172050816696915,34.1098842115109,106.304214306647,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Ceriodaphnia",0,0,0,0,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Daphnia",0,0,0,0,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Bosmina",0,0,0,0,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Ploima",68.5634902846432,0.149707602339181,7.10565466297323,22.1449311113997,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Gastropidae",9.3495668569968,0.108771929824561,0.0777022889634058,0.242160915201682,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Conochilus",3.1165222856656,0.136842105263158,0.0666242892549935,0.207636082229818,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Conochiloides",74.7965348559744,0.118266253869969,1.0454246288689,3.25808915385361,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Synchaetidae",3.1165222856656,0.168421052631579,0.133766438256306,0.416886085899888,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Trichocercidae",9.3495668569968,0.326315789473684,5.42049394955533,16.8930901931047,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Monostyla",0,0,0,0,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Lecane",0,0,0,0,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Hexarthra",0,0,0,0,0,0,0
"BVR",50,2023-08-14 11:25:00,10,0,1,"Tow","Polyarthra",3.1165222856656,0.168421052631579,0.133766438256306,0.416886085899888,0,0,0
"BVR",50,2023-06-14 11:30:00,9,0,1,"Tow","Copepoda",905.869144366801,0.24053751399776,100.442370439029,834.749029062168,0,0,0
"BVR",50,2023-06-14 11:30:00,9,0,1,"Tow","Calanoida",0,0,0,0,0,0,0
"BVR",50,2023-06-14 11:30:00,9,0,1,"Tow","Cladocera",33.2429043804331,0.563157894736842,11.7473196942275,97.6287563303957,0,0,0
