Project,site_no,collect_date,Hour,sample_ID,Subsample,LowestTaxonomicLevelOfID,TaxaID,Nauplius,ObjectiveMagnification,MarksInOcularMicrometer_No.,MarksInOcularMicrometer_Width_No.,MarksInOcularMicrometer_Height_No.,Initials,Notes
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,A,Genus,Hexarthra,,75x,1.5,0.8,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,A,Order,Cyclopoida,nauplius,75x,1.6,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,A,Order,Cyclopoida,nauplius,75x,1.8,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,75x,1,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,75x,1.3,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,75x,1.4,0.8,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Hexarthra,,75x,1.5,0.6,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,75x,1.5,0.9,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,75x,1.5,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Family,Cyclopidae,,75x,2.6,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Keratella,,75x,0.9,0.5,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,75x,1,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Family,Cyclopidae,,75x,2.3,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,75x,1.1,0.6,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,75x,1.5,0.9,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,75x,1,0.8,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,75x,1.3,0.8,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,75x,1.2,0.9,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Calanoida,nauplius,75x,1.2,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,75x,1.1,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Family,Cyclopidae,,75x,2.8,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Ceriodaphnia,,75x,2.5,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Trichocerca,,75x,3.1,0.8,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,75x,1.3,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,75x,1.3,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,75x,1.6,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Keratella,,75x,1,0.5,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Trichocerca,,75x,3,0.7,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,75x,1.4,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Trichocerca,,75x,3.1,0.7,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,75x,1.5,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,75x,1.1,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Trichocerca,,75x,3.1,0.8,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Family,Cyclopidae,,75x,2.6,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Family,Cyclopidae,,75x,2.8,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Keratella,,75x,1.1,0.8,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Species,K. bostoniensis,,75x,1,0.4,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,75x,1.7,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,75x,1.1,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Calanoida,nauplius,75x,1,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Family,Cyclopidae,,75x,3.3,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Polyarthra,,75x,1,0.8,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Family,Cyclopidae,,75x,2.3,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Ceriodaphnia,,75x,2.8,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Trichocerca,,75x,3.3,0.9,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Species,K. bostoniensis,,75x,1.1,0.5,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Family,Cyclopidae,,75x,3.6,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,B,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Family,Cyclopidae,,75x,2.3,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Family,Cyclopidae,,75x,3,,,HLW,macrocyclops??
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Trichocerca,,75x,3.3,0.7,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Trichocerca,,75x,3.1,0.8,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Ceriodaphnia,,75x,3,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Family,Cyclopidae,,75x,1.8,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Trichocerca,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Calanoida,nauplius,75x,1.5,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Species,K. bostoniensis,,75x,1.1,0.5,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Hexarthra,,75x,1.2,0.8,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Species,K. bostoniensis,,75x,1,0.4,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Ceriodaphnia,,75x,2.9,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Species,K. bostoniensis,,75x,1,0.5,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Hexarthra,,75x,1.3,0.8,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Trichocerca,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Keratella,,75x,1.1,0.8,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Calanoida,nauplius,75x,1.4,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Ceriodaphnia,,75x,3.2,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Family,Cyclopidae,,75x,3.1,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Trichocerca,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Ceriodaphnia,,75x,5.1,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Ceriodaphnia,,75x,3.1,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Species,K. bostoniensis,,75x,1,0.5,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,75x,1.1,0.5,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,75x,1,0.5,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,75x,1,0.5,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,75x,1.1,0.5,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochilus,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Hexarthra,,75x,1.2,0.8,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Family,Cyclopidae,,75x,2.6,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Trichocerca,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Calanoida,nauplius,75x,1.5,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Family,Cyclopidae,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Family,Cyclopidae,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Order,Cyclopoida,nauplius,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
BVR_2022,BVR_50,11-Jul-22,11:56,B11Jul22_8.4m,C,Genus,Conochiloides,,,,,,HLW,
