Project,site_no,collect_date,Hour,sample_ID,DepthOfTow_m,InitialSampleVolume_mL,Subsample,SubsampleVolume_mL,Zooplankton_No.,date_processed,mesh_size_μm,INT,Notes,PhantomMidgePresence_YesNo
BVR_2024,BVR_50,20-May-24,12:19,B20May24_10m,10,1000,C,2,101,5-Jun-25,80,HLW,,
BVR_2024,BVR_50,20-May-24,12:19,B20May24_10m,10,1000,D,2,137,5-Jun-25,80,HLW,,
BVR_2024,BVR_50,22-Jul-24,9:58,B22Jul24_10m,10,1000,A,1,100,6-Jun-25,80,HLW,x1 chaoborus,
BVR_2024,BVR_50,22-Jul-24,9:58,B22Jul24_10m,10,1000,B,1,66,6-Jun-25,80,HLW,,
BVR_2024,BVR_50,22-Jul-24,9:58,B22Jul24_10m,10,1000,C,1,80,6-Jun-25,80,HLW,,
BVR_2024,BVR_50,19-Aug-24,9:30,B19Aug24_10m,10,1000,A,1,24,7-Jun-25,80,HLW,,
BVR_2024,BVR_50,19-Aug-24,9:30,B19Aug24_10m,10,1000,B,2,44,7-Jun-25,80,HLW,,
BVR_2024,BVR_50,19-Aug-24,9:30,B19Aug24_10m,10,1000,C,2,46,7-Jun-25,80,HLW,,
BVR_2024,BVR_50,23-Sep-24,11:23,B23Sep24_9m,9,1000,A,1,27,8-Jun-25,80,HLW,x2 chaoborus,
BVR_2024,BVR_50,23-Sep-24,11:23,B23Sep24_9m,9,1000,B,2,48,8-Jun-25,80,HLW,,
BVR_2024,BVR_50,23-Sep-24,11:23,B23Sep24_9m,9,1000,C,2,49,8-Jun-25,80,HLW,x1 chaoborus,
BVR_2024,BVR_50,4-Nov-24,11:00,B04Nov24_10m,10,1000,A,1,12,9-Jun-25,80,HLW,,
BVR_2024,BVR_50,4-Nov-24,11:00,B04Nov24_10m,10,1000,B,4,75,9-Jun-25,80,HLW,,
BVR_2024,BVR_50,4-Nov-24,11:00,B04Nov24_10m,10,1000,C,4,72,9-Jun-25,80,HLW,,
BVR_2024,BVR_50,3-Dec-24,12:10,B03Dec24_10m,10,1000,A,2,29,10-Jun-25,80,HLW,,
BVR_2024,BVR_50,3-Dec-24,12:10,B03Dec24_10m,10,1000,B,2,38,10-Jun-25,80,HLW,,
BVR_2024,BVR_50,3-Dec-24,12:10,B03Dec24_10m,10,1000,C,2,53,10-Jun-25,80,HLW,,
BVR_2025,BVR_50,10-Mar-25,10:45,B10Mar25_8m,8,1000,A,2,62,11-Jun-25,80,HLW,,
BVR_2025,BVR_50,10-Mar-25,10:45,B10Mar25_8m,8,1000,B,2,38,11-Jun-25,80,HLW,,
BVR_2025,BVR_50,10-Mar-25,10:45,B10Mar25_8m,8,1000,C,2,62,11-Jun-25,80,HLW,,
BVR_2025,BVR_50,7-Apr-25,12:30,B07Apr25_7m,7,1000,A,1,44,12-Jun-25,80,HLW,,
BVR_2025,BVR_50,7-Apr-25,12:30,B07Apr25_7m,7,1000,B,1,37,12-Jun-25,80,HLW,,
BVR_2025,BVR_50,7-Apr-25,12:30,B07Apr25_7m,7,1000,C,1,36,12-Jun-25,80,HLW,,
BVR_2025,BVR_50,7-Apr-25,12:30,B07Apr25_7m,7,1000,D,1,36,12-Jun-25,80,HLW,,
BVR_2025,BVR_50,12-May-25,11:05,B12May25_6m,6,1000,A,1,21,13-Jun-25,80,HLW,,
BVR_2025,BVR_50,12-May-25,11:05,B12May25_6m,6,1000,B,2,34,13-Jun-25,80,HLW,,
BVR_2025,BVR_50,12-May-25,11:05,B12May25_6m,6,1000,C,2,20,13-Jun-25,80,HLW,x1 ostracod,
BVR_2025,BVR_50,12-May-25,11:05,B12May25_6m,6,1000,D,2,25,13-Jun-25,80,HLW,x4 ostracods,
FCR_2025,FCR_50,7-Apr-25,13:30,F07Apr25_9m,9,1000,A,2,17,13-Jun-25,80,HLW,,
FCR_2025,FCR_50,7-Apr-25,13:30,F07Apr25_9m,9,1000,B,5,34,13-Jun-25,80,HLW,,
FCR_2025,FCR_50,7-Apr-25,13:30,F07Apr25_9m,9,1000,C,5,47,13-Jun-25,80,HLW,,
FCR_2025,FCR_50,7-Apr-25,13:30,F07Apr25_9m,9,1000,D,5,42,13-Jun-25,80,HLW,,
BVR_2025,BVR_50,2-Jun-25,11:00,B2Jun25_7m,7,1000,A,2,90,6-Jul-25,80,HLW,a lot of choborus in the sample,
BVR_2025,BVR_50,2-Jun-25,11:00,B2Jun25_7m,7,1000,B,2,154,6-Jul-25,80,HLW,,
BVR_2025,BVR_50,2-Jun-25,11:00,B2Jun25_7m,7,1000,C,2,156,6-Jul-25,80,HLW,,
BVR_2025,BVR_50,30-Jun-25,9:15,B30Jun25_7m,7,1000,A,2,90,7-Jul-25,80,HLW,x3 chaoborus,
BVR_2025,BVR_50,30-Jun-25,9:15,B30Jun25_7m,7,1000,B,2,42,7-Jul-25,80,HLW,x2 chaoborus,
BVR_2025,BVR_50,30-Jun-25,9:15,B30Jun25_7m,7,1000,C,2,56,7-Jul-25,80,HLW,,
BVR_2025,BVR_50,30-Jun-25,9:15,B30Jun25_7m,7,1000,D,2,99,7-Jul-25,80,HLW,x1 chaoborus,
