"","SampleID","metric","value","SE","WaterColumn","Hour","Taxa","DateTime"
"81","F01Jul22_midn","Calanoida_density_NopL_rep.mean_epi",20.9382500533274,7.14860075040649,"epilimnion","midnight","Calanoida",2022-07-01
"82","F01Jul22_noon","Calanoida_density_NopL_rep.mean_epi",12.4591239986741,2.90492489676447,"epilimnion","noon","Calanoida",2022-07-01
"83","F10Jun21_midn","Calanoida_density_NopL_rep.mean_epi",1.55739049983427,NA,"epilimnion","midnight","Calanoida",2021-06-10
"84","F10Jun21_noon","Calanoida_density_NopL_rep.mean_epi",0,0,"epilimnion","noon","Calanoida",2021-06-10
"85","F10Sep20_midn","Calanoida_density_NopL_rep.mean_epi",21.9280582376665,NA,"epilimnion","midnight","Calanoida",2020-09-10
"86","F11Sep20_noon","Calanoida_density_NopL_rep.mean_epi",7.47547439920449,NA,"epilimnion","noon","Calanoida",2020-09-11
"87","F14Sep20_midn","Calanoida_density_NopL_rep.mean_epi",13.5358384183127,NA,"epilimnion","midnight","Calanoida",2020-09-14
"88","F15Sep20_noon","Calanoida_density_NopL_rep.mean_epi",3.80695455515043,NA,"epilimnion","noon","Calanoida",2020-09-15
"89","F28Jun20_midn","Calanoida_density_NopL_rep.mean_epi",0,NA,"epilimnion","midnight","Calanoida",2020-06-28
"90","F29Jun20_noon","Calanoida_density_NopL_rep.mean_epi",0,NA,"epilimnion","noon","Calanoida",2020-06-29
"91","F01Jul22_midn","Calanoida_density_NopL_rep.mean_hypo",0.0741062004778479,0.5,"hypolimnion","midnight","Calanoida",2022-07-01
"92","F01Jul22_noon","Calanoida_density_NopL_rep.mean_hypo",0.0926450952073012,3.16227766016838,"hypolimnion","noon","Calanoida",2022-07-01
"93","F10Jun21_midn","Calanoida_density_NopL_rep.mean_hypo",0.0625356024722831,NA,"hypolimnion","midnight","Calanoida",2021-06-10
"94","F10Jun21_noon","Calanoida_density_NopL_rep.mean_hypo",0.0162144788254194,0.5,"hypolimnion","noon","Calanoida",2021-06-10
"95","F10Sep20_midn","Calanoida_density_NopL_rep.mean_hypo",0.130786903395778,NA,"hypolimnion","midnight","Calanoida",2020-09-10
"96","F11Sep20_noon","Calanoida_density_NopL_rep.mean_hypo",0.0463119665093723,NA,"hypolimnion","noon","Calanoida",2020-09-11
"97","F14Sep20_midn","Calanoida_density_NopL_rep.mean_hypo",0.166764444074411,NA,"hypolimnion","midnight","Calanoida",2020-09-14
"98","F15Sep20_noon","Calanoida_density_NopL_rep.mean_hypo",0.0555893840490099,NA,"hypolimnion","noon","Calanoida",2020-09-15
"99","F28Jun20_midn","Calanoida_density_NopL_rep.mean_hypo",0,NA,"hypolimnion","midnight","Calanoida",2020-06-28
"100","F29Jun20_noon","Calanoida_density_NopL_rep.mean_hypo",0,NA,"hypolimnion","noon","Calanoida",2020-06-29
"101","F01Jul22_midn","Copepoda_density_NopL_rep.mean_epi",203.672068700548,4.30236056926351,"epilimnion","midnight","Copepoda_",2022-07-01
"102","F01Jul22_noon","Copepoda_density_NopL_rep.mean_epi",251.259000639929,4.50768318361349,"epilimnion","noon","Copepoda_",2022-07-01
"103","F10Jun21_midn","Copepoda_density_NopL_rep.mean_epi",66.9677914928735,NA,"epilimnion","midnight","Copepoda_",2021-06-10
"104","F10Jun21_noon","Copepoda_density_NopL_rep.mean_epi",120.051869227535,14.201318315771,"epilimnion","noon","Copepoda_",2021-06-10
"105","F10Sep20_midn","Copepoda_density_NopL_rep.mean_epi",317.956844446164,NA,"epilimnion","midnight","Copepoda_",2020-09-10
"106","F11Sep20_noon","Copepoda_density_NopL_rep.mean_epi",149.50948798409,NA,"epilimnion","noon","Copepoda_",2020-09-11
"107","F14Sep20_midn","Copepoda_density_NopL_rep.mean_epi",209.805495483846,NA,"epilimnion","midnight","Copepoda_",2020-09-14
"108","F15Sep20_noon","Copepoda_density_NopL_rep.mean_epi",532.973637721061,NA,"epilimnion","noon","Copepoda_",2020-09-15
"109","F28Jun20_midn","Copepoda_density_NopL_rep.mean_epi",44.2778099029804,NA,"epilimnion","midnight","Copepoda_",2020-06-28
"110","F29Jun20_noon","Copepoda_density_NopL_rep.mean_epi",30.5727735044389,NA,"epilimnion","noon","Copepoda_",2020-06-29
"111","F01Jul22_midn","Copepoda_density_NopL_rep.mean_hypo",3.11301329369705,12.5,"hypolimnion","midnight","Copepoda_",2022-07-01
"112","F01Jul22_noon","Copepoda_density_NopL_rep.mean_hypo",4.72517949877829,5.22015325445528,"hypolimnion","noon","Copepoda_",2022-07-01
"113","F10Jun21_midn","Copepoda_density_NopL_rep.mean_hypo",1.79260186267427,NA,"hypolimnion","midnight","Copepoda_",2021-06-10
"114","F10Jun21_noon","Copepoda_density_NopL_rep.mean_hypo",1.81577450039703,11.6726175299288,"hypolimnion","noon","Copepoda_",2021-06-10
"115","F10Sep20_midn","Copepoda_density_NopL_rep.mean_hypo",2.35423067783886,NA,"hypolimnion","midnight","Copepoda_",2020-09-10
"116","F11Sep20_noon","Copepoda_density_NopL_rep.mean_hypo",2.68666845980441,NA,"hypolimnion","noon","Copepoda_",2020-09-11
"117","F14Sep20_midn","Copepoda_density_NopL_rep.mean_hypo",2.89060762671842,NA,"hypolimnion","midnight","Copepoda_",2020-09-14
"118","F15Sep20_noon","Copepoda_density_NopL_rep.mean_hypo",3.72426135227069,NA,"hypolimnion","noon","Copepoda_",2020-09-15
"119","F28Jun20_midn","Copepoda_density_NopL_rep.mean_hypo",6.48534183366095,NA,"hypolimnion","midnight","Copepoda_",2020-06-28
"120","F29Jun20_noon","Copepoda_density_NopL_rep.mean_hypo",3.40225429833586,NA,"hypolimnion","noon","Copepoda_",2020-06-29
"121","F01Jul22_midn","BiomassConcentration_ugpL_rep.mean_epi",333.433823973349,62.81475015998,"epilimnion","midnight","BiomassCo",2022-07-01
"122","F01Jul22_noon","BiomassConcentration_ugpL_rep.mean_epi",313.621638127083,249.182479973481,"epilimnion","noon","BiomassCo",2022-07-01
"123","F10Jun21_midn","BiomassConcentration_ugpL_rep.mean_epi",175.966779660118,NA,"epilimnion","midnight","BiomassCo",2021-06-10
"124","F10Jun21_noon","BiomassConcentration_ugpL_rep.mean_epi",140.720783213567,19.123306602616,"epilimnion","noon","BiomassCo",2021-06-10
"125","F10Sep20_midn","BiomassConcentration_ugpL_rep.mean_epi",639.794946083859,NA,"epilimnion","midnight","BiomassCo",2020-09-10
"126","F11Sep20_noon","BiomassConcentration_ugpL_rep.mean_epi",209.855155640646,NA,"epilimnion","noon","BiomassCo",2020-09-11
"127","F14Sep20_midn","BiomassConcentration_ugpL_rep.mean_epi",227.635124216692,NA,"epilimnion","midnight","BiomassCo",2020-09-14
"128","F15Sep20_noon","BiomassConcentration_ugpL_rep.mean_epi",423.435946420681,NA,"epilimnion","noon","BiomassCo",2020-09-15
"129","F28Jun20_midn","BiomassConcentration_ugpL_rep.mean_epi",165.629614129699,NA,"epilimnion","midnight","BiomassCo",2020-06-28
"130","F29Jun20_noon","BiomassConcentration_ugpL_rep.mean_epi",27.8046948522869,NA,"epilimnion","noon","BiomassCo",2020-06-29
"131","F01Jul22_midn","BiomassConcentration_ugpL_rep.mean_hypo",3.77319641135753,8.73474017175239,"hypolimnion","midnight","BiomassCo",2022-07-01
"132","F01Jul22_noon","BiomassConcentration_ugpL_rep.mean_hypo",6.28121184327452,25.8725639288339,"hypolimnion","noon","BiomassCo",2022-07-01
"133","F10Jun21_midn","BiomassConcentration_ugpL_rep.mean_hypo",3.74701021565877,NA,"hypolimnion","midnight","BiomassCo",2021-06-10
"134","F10Jun21_noon","BiomassConcentration_ugpL_rep.mean_hypo",2.16168958823767,6.08584092390659,"hypolimnion","noon","BiomassCo",2021-06-10
"135","F10Sep20_midn","BiomassConcentration_ugpL_rep.mean_hypo",3.68863175645016,NA,"hypolimnion","midnight","BiomassCo",2020-09-10
"136","F11Sep20_noon","BiomassConcentration_ugpL_rep.mean_hypo",3.16837650591892,NA,"hypolimnion","noon","BiomassCo",2020-09-11
"137","F14Sep20_midn","BiomassConcentration_ugpL_rep.mean_hypo",3.55721094309425,NA,"hypolimnion","midnight","BiomassCo",2020-09-14
"138","F15Sep20_noon","BiomassConcentration_ugpL_rep.mean_hypo",3.69457045055045,NA,"hypolimnion","noon","BiomassCo",2020-09-15
"139","F28Jun20_midn","BiomassConcentration_ugpL_rep.mean_hypo",13.1742599888017,NA,"hypolimnion","midnight","BiomassCo",2020-06-28
"140","F29Jun20_noon","BiomassConcentration_ugpL_rep.mean_hypo",4.07693755350304,NA,"hypolimnion","noon","BiomassCo",2020-06-29
"141","F01Jul22_midn","Cladocera_BiomassConcentration_ugpL_rep.mean_epi",94.904304319785,28.5521591636285,"epilimnion","midnight","Cladocera",2022-07-01
"142","F01Jul22_noon","Cladocera_BiomassConcentration_ugpL_rep.mean_epi",33.5998331723416,14.5356446651196,"epilimnion","noon","Cladocera",2022-07-01
"143","F10Jun21_midn","Cladocera_BiomassConcentration_ugpL_rep.mean_epi",111.882557885484,NA,"epilimnion","midnight","Cladocera",2021-06-10
"144","F10Jun21_noon","Cladocera_BiomassConcentration_ugpL_rep.mean_epi",39.051538017448,11.6864651460431,"epilimnion","noon","Cladocera",2021-06-10
"145","F10Sep20_midn","Cladocera_BiomassConcentration_ugpL_rep.mean_epi",344.668624260747,NA,"epilimnion","midnight","Cladocera",2020-09-10
"146","F11Sep20_noon","Cladocera_BiomassConcentration_ugpL_rep.mean_epi",83.3835404161573,NA,"epilimnion","noon","Cladocera",2020-09-11
"147","F14Sep20_midn","Cladocera_BiomassConcentration_ugpL_rep.mean_epi",55.5722701804814,NA,"epilimnion","midnight","Cladocera",2020-09-14
"148","F15Sep20_noon","Cladocera_BiomassConcentration_ugpL_rep.mean_epi",57.0014872444687,NA,"epilimnion","noon","Cladocera",2020-09-15
"149","F28Jun20_midn","Cladocera_BiomassConcentration_ugpL_rep.mean_epi",113.032566900617,NA,"epilimnion","midnight","Cladocera",2020-06-28
"150","F29Jun20_noon","Cladocera_BiomassConcentration_ugpL_rep.mean_epi",3.33043522840678,NA,"epilimnion","noon","Cladocera",2020-06-29
"151","F01Jul22_midn","Cladocera_BiomassConcentration_ugpL_rep.mean_hypo",0.979715990901127,1.8618826843757,"hypolimnion","midnight","Cladocera",2022-07-01
"152","F01Jul22_noon","Cladocera_BiomassConcentration_ugpL_rep.mean_hypo",0.578214085270875,1.91591894882733,"hypolimnion","noon","Cladocera",2022-07-01
"153","F10Jun21_midn","Cladocera_BiomassConcentration_ugpL_rep.mean_hypo",2.33906915369269,NA,"hypolimnion","midnight","Cladocera",2021-06-10
"154","F10Jun21_noon","Cladocera_BiomassConcentration_ugpL_rep.mean_hypo",0.257794740194733,5.33456952041383,"hypolimnion","noon","Cladocera",2021-06-10
"155","F10Sep20_midn","Cladocera_BiomassConcentration_ugpL_rep.mean_hypo",1.40878140847153,NA,"hypolimnion","midnight","Cladocera",2020-09-10
"156","F11Sep20_noon","Cladocera_BiomassConcentration_ugpL_rep.mean_hypo",0.930789789403985,NA,"hypolimnion","noon","Cladocera",2020-09-11
"157","F14Sep20_midn","Cladocera_BiomassConcentration_ugpL_rep.mean_hypo",0.976353157878241,NA,"hypolimnion","midnight","Cladocera",2020-09-14
"158","F15Sep20_noon","Cladocera_BiomassConcentration_ugpL_rep.mean_hypo",0.540842573154669,NA,"hypolimnion","noon","Cladocera",2020-09-15
"159","F28Jun20_midn","Cladocera_BiomassConcentration_ugpL_rep.mean_hypo",4.76394032151419,NA,"hypolimnion","midnight","Cladocera",2020-06-28
"160","F29Jun20_noon","Cladocera_BiomassConcentration_ugpL_rep.mean_hypo",1.24221585658882,NA,"hypolimnion","noon","Cladocera",2020-06-29
"161","F01Jul22_midn","Cyclopoida_BiomassConcentration_ugpL_rep.mean_epi",64.6236905000216,13.3243409430265,"epilimnion","midnight","Cyclopoid",2022-07-01
"162","F01Jul22_noon","Cyclopoida_BiomassConcentration_ugpL_rep.mean_epi",30.4631520030467,8.3060826657828,"epilimnion","noon","Cyclopoid",2022-07-01
"163","F10Jun21_midn","Cyclopoida_BiomassConcentration_ugpL_rep.mean_epi",18.1819326410013,NA,"epilimnion","midnight","Cyclopoid",2021-06-10
"164","F10Jun21_noon","Cyclopoida_BiomassConcentration_ugpL_rep.mean_epi",18.0065764407924,2.1248118447351,"epilimnion","noon","Cyclopoid",2021-06-10
"165","F10Sep20_midn","Cyclopoida_BiomassConcentration_ugpL_rep.mean_epi",157.295957059172,NA,"epilimnion","midnight","Cyclopoid",2020-09-10
"166","F11Sep20_noon","Cyclopoida_BiomassConcentration_ugpL_rep.mean_epi",30.974488715704,NA,"epilimnion","noon","Cyclopoid",2020-09-11
"167","F14Sep20_midn","Cyclopoida_BiomassConcentration_ugpL_rep.mean_epi",64.9694251581093,NA,"epilimnion","midnight","Cyclopoid",2020-09-14
"168","F15Sep20_noon","Cyclopoida_BiomassConcentration_ugpL_rep.mean_epi",127.781598387486,NA,"epilimnion","noon","Cyclopoid",2020-09-15
"169","F28Jun20_midn","Cyclopoida_BiomassConcentration_ugpL_rep.mean_epi",34.6357583864534,NA,"epilimnion","midnight","Cyclopoid",2020-06-28
"170","F29Jun20_noon","Cyclopoida_BiomassConcentration_ugpL_rep.mean_epi",12.5144018475468,NA,"epilimnion","noon","Cyclopoid",2020-06-29
"171","F01Jul22_midn","Cyclopoida_BiomassConcentration_ugpL_rep.mean_hypo",0.649860569167965,3.42189346629195,"hypolimnion","midnight","Cyclopoid",2022-07-01
"172","F01Jul22_noon","Cyclopoida_BiomassConcentration_ugpL_rep.mean_hypo",1.17097202774418,1.71710847185192,"hypolimnion","noon","Cyclopoid",2022-07-01
"173","F10Jun21_midn","Cyclopoida_BiomassConcentration_ugpL_rep.mean_hypo",0.464592777051509,NA,"hypolimnion","midnight","Cyclopoid",2021-06-10
"174","F10Jun21_noon","Cyclopoida_BiomassConcentration_ugpL_rep.mean_hypo",0.504404388516461,9.8066856594032,"hypolimnion","noon","Cyclopoid",2021-06-10
"175","F10Sep20_midn","Cyclopoida_BiomassConcentration_ugpL_rep.mean_hypo",1.34658117392793,NA,"hypolimnion","midnight","Cyclopoid",2020-09-10
"176","F11Sep20_noon","Cyclopoida_BiomassConcentration_ugpL_rep.mean_hypo",0.89876807145943,NA,"hypolimnion","noon","Cyclopoid",2020-09-11
"177","F14Sep20_midn","Cyclopoida_BiomassConcentration_ugpL_rep.mean_hypo",0.979398437456334,NA,"hypolimnion","midnight","Cyclopoid",2020-09-14
"178","F15Sep20_noon","Cyclopoida_BiomassConcentration_ugpL_rep.mean_hypo",1.15063303780421,NA,"hypolimnion","noon","Cyclopoid",2020-09-15
"179","F28Jun20_midn","Cyclopoida_BiomassConcentration_ugpL_rep.mean_hypo",5.48013211135186,NA,"hypolimnion","midnight","Cyclopoid",2020-06-28
"180","F29Jun20_noon","Cyclopoida_BiomassConcentration_ugpL_rep.mean_hypo",0.85105959164728,NA,"hypolimnion","noon","Cyclopoid",2020-06-29
"181","F01Jul22_midn","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",60.2961086881249,104.691250266637,"epilimnion","midnight","Rotifera_",2022-07-01
"182","F01Jul22_noon","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",104.799546093729,228.417273309028,"epilimnion","noon","Rotifera_",2022-07-01
"183","F10Jun21_midn","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",2.16143824621824,NA,"epilimnion","midnight","Rotifera_",2021-06-10
"184","F10Jun21_noon","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",7.20303501404233,6.37443553420549,"epilimnion","noon","Rotifera_",2021-06-10
"185","F10Sep20_midn","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",1.44484558643271,NA,"epilimnion","midnight","Rotifera_",2020-09-10
"186","F11Sep20_noon","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",6.45260736000183,NA,"epilimnion","noon","Rotifera_",2020-09-11
"187","F14Sep20_midn","Rotifera_BiomassConcentration_ugpL_rep.mean_epi",8.75959514352425,NA,"epilimnion","midnight","Rotifera_",2020-09-14
